id,notification_id,invoice_number,tran_date,disc_date,due_date,customer_po,tran_amount_cents,disc_amount_cents,net_amount_cents,created_at,updated_at
f7e8712a-55c2-5f00-bc1f-83f2c6df0f3b,126b9e86-461d-55ed-846c-c7cef96e1173,9001059160,2023-02-28,,2023-03-17,,5657,0,5657,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
d1710b6c-7865-5258-857e-70fcbef2b8b2,126b9e86-461d-55ed-846c-c7cef96e1173,9001094951,2023-03-03,,2023-03-17,,32333,0,32333,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
f99ab295-c791-5d30-ace4-e64d533c26e9,87493fb6-640d-5ee6-91cc-06858d15f29c,9001016416,2023-02-23,,2023-03-10,,86795,0,86795,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
44ff2c5e-411b-5094-af8e-8ada12a1fffb,87493fb6-640d-5ee6-91cc-06858d15f29c,9001020535,2023-02-23,,2023-03-10,,47189,0,47189,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
064bb80a-2162-5268-9f30-dcfd3ff36d8c,fa0cb1e4-15ca-58ab-a993-dd4a0ea394e1,9029836794,2025-12-04,,2025-12-19,,165462,0,165462,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
2593c282-1284-5d99-87a9-7efefe9acf89,fa0cb1e4-15ca-58ab-a993-dd4a0ea394e1,9029913602,2025-12-05,,2025-12-19,,11863,0,11863,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
cd54ec8c-f5f8-522c-9a81-d6d6044da952,e057c11e-b424-5af1-8df5-f6fd85ecb032,9030116101,2025-12-11,,2025-12-26,,84221,0,84221,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
55435d8a-731c-5e20-8b21-e22c9b810db8,feff4663-6077-5b6d-8f2f-05d8f346ebd6,9027279454,2025-09-25,,2025-10-10,,92220,0,92220,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
e7378a8a-849d-5d29-b20a-2879816e67af,0dba45e7-fa52-5fd9-9dde-8de8f28d94a1,9027033902,2025-09-18,,2025-10-03,,98693,0,98693,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
6d04c052-a963-5da4-9429-f1fe9029014d,634e3a30-ae34-5b3b-9bff-f9949f651423,9026546078,2025-09-05,,2025-09-19,,77413,0,77413,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
367a811e-d5b1-5d78-88c3-2f940c6532d1,d6a8f283-9860-5fda-9f92-424f6aefd9f7,9026218729,2025-08-28,,2025-09-12,,176218,0,176218,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
6ecdc210-6fb1-5192-8299-c532123affc5,41ca2afa-0810-57e5-89da-36445d773774,9023707913,2025-06-17,,2025-07-04,,43127,0,43127,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
2e793d93-89da-5549-89de-b52da3263e9b,50913cb8-db13-5d92-8fd1-b4db5647a474,9023101066,2025-05-30,,2025-06-13,,16357,0,16357,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
7c72d394-4d31-5943-b63b-b27f6c0bbbcd,0ba24698-9224-527f-9c1b-17612cccbb20,9022611886,2025-05-16,,2025-05-30,,22714,0,22714,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
9df68e1e-38ab-52c7-be83-3e2895d6a319,8278877d-4e34-5c22-b163-bb6068c10e74,9020622999,2025-03-24,,2025-04-11,,87094,0,87094,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
20e8c63c-d912-551d-a0f9-048168c1b179,2016aa6c-1119-58a6-9fc1-0319895a1d96,9020484316,2025-03-20,,2025-04-04,,97762,0,97762,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
99bbf769-bc35-51d9-a69e-5bff2d97b283,976a7fdc-38fc-58b6-83d0-052a6e81811d,9020315231,2025-03-14,,2025-03-28,,94764,0,94764,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
7f76fda4-38db-5abd-87dd-58f6df216ccd,4b9de3d3-4f56-5322-ada0-346ef6ca7259,9029370927,2025-11-20,,2025-12-05,,120404,0,120404,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
eea83f9c-3a63-5a16-8c7a-21d9ec232a85,4b9de3d3-4f56-5322-ada0-346ef6ca7259,9029445080,2025-11-21,,2025-12-05,,9008,0,9008,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
df2578fd-5c81-54f6-a04b-03a1bebd04ec,b469d8bd-7167-59bf-a836-95a2a8b91e81,9019803957,2025-02-27,,2025-03-14,,64576,0,64576,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
4b142295-0dd4-58d0-a0a9-27868b54e0ef,7be79dca-33a2-5813-af87-2e308d989d6b,9019984354,2025-03-06,,2025-03-21,,97193,0,97193,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
2959aefc-d76a-53d1-ac95-7012afcbe4f2,95c67947-e52d-513b-a85f-25cedddf3f10,9019250185,2025-02-13,,2025-02-28,,191538,0,191538,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
086b2e45-b95d-50a1-87fe-db6ff170221d,95c67947-e52d-513b-a85f-25cedddf3f10,9019304169,2025-02-14,,2025-02-28,,20957,0,20957,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
095d9277-0171-5dce-ba07-e81554acd0ab,74c03ea3-984e-5a76-baa9-3ee60b6a9cdf,9019510794,2025-02-21,,2025-03-07,,88723,0,88723,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
f48e9d5c-fa0f-53be-b5b4-821059e55d4e,9586ba48-d9f7-57a9-90da-c543473f34a2,9019024514,2025-02-06,,2025-02-21,,24547,0,24547,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
9ff03020-262f-5eb4-8463-49e3b41ec4a6,b35b30a0-9ae7-5d93-b4e1-aaa22433eba6,9018826421,2025-01-31,,2025-02-14,,132273,0,132273,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
4037751a-3e01-5209-a2a3-a7320ab4d290,19af1d85-96fb-5973-9023-2470633ed6c3,9018587030,2025-01-24,,2025-02-07,,69568,0,69568,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
aefd7919-42fa-5842-8be4-c39356786515,19af1d85-96fb-5973-9023-2470633ed6c3,9018628162,2025-01-24,,2025-02-07,,23704,0,23704,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
5e04a754-cf00-554c-ad1c-aba6e1091e16,8cc1f28e-c2d5-5c3c-974b-77b792485019,9018308927,2025-01-16,,2025-01-31,,57056,0,57056,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
a9c97d90-d95d-508a-a0dc-8647914e4065,8cc1f28e-c2d5-5c3c-974b-77b792485019,9018338730,2025-01-17,,2025-01-31,,58861,0,58861,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
797e0eea-38d7-5bb5-b3dd-1dfa67fa8ba8,8cc1f28e-c2d5-5c3c-974b-77b792485019,9018356757,2025-01-17,,2025-01-31,,14211,0,14211,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
6e2f9161-d5ed-5fc1-ad6e-2bb7b9178d1e,9a323b08-f1dd-5eb6-b914-9e98ad83db45,9018093147,2025-01-10,,2025-01-24,,114776,0,114776,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
1bd74c79-ca65-5050-973b-9410193608cc,9a323b08-f1dd-5eb6-b914-9e98ad83db45,9018118048,2025-01-10,,2025-01-24,,44544,0,44544,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
25d5055a-aad1-5927-8cb3-8e8e8bea8b52,a1effda0-e6a8-5a65-b213-1f3f6cc73931,9017785533,2024-12-31,,2025-01-17,,36319,0,36319,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
2779265a-c39c-5fa7-b3e2-84e5553d12c0,a1effda0-e6a8-5a65-b213-1f3f6cc73931,9017847614,2025-01-03,,2025-01-17,,92546,0,92546,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
61271465-e09d-5eca-a727-d4bf0ece9635,d8f64865-c290-5b56-8ead-fd40d7070271,9029017727,2025-11-11,,2025-11-28,,109872,0,109872,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
21a4cc2b-9109-5274-99e8-4e7d5df851e2,5edfe1fa-0231-5105-a640-f657391e639c,9017524422,2024-12-20,,2025-01-03,,46643,0,46643,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
154bfd11-ab6a-5501-936a-795c4b315489,3fd0d47f-613d-52ec-8bd0-cea304491231,9017091772,2024-12-09,,2024-12-27,,21962,0,21962,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
b158dc94-de40-59b0-9a90-2f701ccadc19,3fd0d47f-613d-52ec-8bd0-cea304491231,9017258411,2024-12-13,,2024-12-27,,94431,0,94431,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
494963ba-e3eb-53c6-9a9f-451db3996726,cf8f2a8e-4069-5c44-8a3a-88c5c6aff4fc,9016950083,2024-12-05,,2024-12-20,,155470,0,155470,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
28796774-f4a3-57e2-a915-456b67c14795,cf8f2a8e-4069-5c44-8a3a-88c5c6aff4fc,9017022468,2024-12-06,,2024-12-20,,53092,0,53092,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
e9f6868e-fc95-5e29-8c36-af6a298a854a,61d7e35e-8a14-5656-b87e-1c5f210c802f,9016753711,2024-11-28,,2024-12-13,,127503,0,127503,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
a176fabe-620f-572c-aa68-c197e8c7a477,41f59840-9148-5021-af61-614602f9ae60,9016490855,2024-11-21,,2024-12-06,,99331,0,99331,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
118b0374-be38-56cb-944f-0a1d4bae2d4d,41f59840-9148-5021-af61-614602f9ae60,9016564992,2024-11-22,,2024-12-06,,20020,0,20020,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
a4e1118f-dc2a-5492-86ad-dec0a55bec2e,ac47fa5f-a399-5df1-8596-8921299c3882,9016098857,2024-11-11,,2024-11-29,,79374,0,79374,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
4afe7397-9af1-55a0-8955-d5ddb0e44bd1,ac47fa5f-a399-5df1-8596-8921299c3882,9016122014,2024-11-11,,2024-11-29,,6397,0,6397,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
95127c1c-653c-5535-8e8b-3700d9661b6b,ac47fa5f-a399-5df1-8596-8921299c3882,9016230977,2024-11-14,,2024-11-29,,92656,0,92656,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
62fe5fa2-345f-5318-9ff0-55248a842009,20f813a0-8691-5504-ba41-532fd1ca0660,9015983805,2024-11-07,,2024-11-22,,137572,0,137572,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
700e2a52-d723-52f2-a8dd-3a5b479e92e0,4042b94c-dc88-5a4a-b062-3981459e9687,9015806407,2024-11-01,,2024-11-15,,85783,0,85783,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
55d61604-db7b-54bc-8870-a18ceff7cdc3,4042b94c-dc88-5a4a-b062-3981459e9687,9015806844,2024-11-01,,2024-11-15,,6911,0,6911,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
9579e337-4d62-5f82-956b-6892053c63cc,0bd0033e-210b-548d-9675-4be17bcd9d5e,2001780129,2024-10-23,,2024-11-08,9015111433,-11984,0,-11984,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
a73e4f5c-b3cb-5fe3-b184-75b159a659bb,0bd0033e-210b-548d-9675-4be17bcd9d5e,9015480379,2024-10-24,,2024-11-08,,127554,0,127554,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
12da254a-4233-543b-9308-e9145f061060,0bd0033e-210b-548d-9675-4be17bcd9d5e,9015554603,2024-10-25,,2024-11-08,,69073,0,69073,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
5f53f0f0-e20c-559d-bf6d-d2fb66a69871,522abc33-6263-58ae-9aba-66bed2a8963a,9014962246,2024-10-09,,2024-10-25,,78939,0,78939,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
1520bd7b-eaec-51c0-a79b-618c62582390,522abc33-6263-58ae-9aba-66bed2a8963a,9015055269,2024-10-11,,2024-10-25,,46951,0,46951,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
8c8a1fa6-cdb5-5c3a-9f52-41c41b940f85,7efc3531-24b0-5941-8051-cb97ec641f20,2002905877,2025-11-07,,2025-11-21,9028854849,-8008,0,-8008,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
00303d00-5f46-58ab-88e0-5733640ba4a3,7efc3531-24b0-5941-8051-cb97ec641f20,9028854849,2025-11-06,,2025-11-21,,109607,0,109607,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
8fe0280e-1948-543a-bbe8-28c37fa584ab,1b0d0cd1-524f-5494-8c78-616c0a1f1b4c,9015111433,2024-10-14,,2024-11-01,,96158,0,96158,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
b57b17b2-3236-596d-a453-cd19ab65b4ac,1b0d0cd1-524f-5494-8c78-616c0a1f1b4c,9015204709,2024-10-16,,2024-11-01,,38552,0,38552,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
7ca01820-f989-52aa-81b6-75ac2d9afcf6,1b0d0cd1-524f-5494-8c78-616c0a1f1b4c,9015302439,2024-10-18,,2024-11-01,,60957,0,60957,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
be9e3d74-caf4-5ba5-ac35-b2100a74cb69,8fa1b9a4-b0ef-5408-b074-2e6e2bddbda7,9014589017,2024-09-30,,2024-10-18,,90312,0,90312,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
38c499e5-cb36-5d9b-b270-b1dccf56db6d,8fa1b9a4-b0ef-5408-b074-2e6e2bddbda7,9014609851,2024-09-30,,2024-10-18,,12084,0,12084,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
860c9948-d38f-5f2e-a59d-59c5e308ed61,8fa1b9a4-b0ef-5408-b074-2e6e2bddbda7,9014750800,2024-10-03,,2024-10-18,,57063,0,57063,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
2f50403d-faa4-578c-9751-f2be2d0a68f6,8fa1b9a4-b0ef-5408-b074-2e6e2bddbda7,9014783184,2024-10-03,,2024-10-18,,28305,0,28305,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
d3c410d8-f93e-5b11-b0c5-1ec9a549b709,60d4aea8-a540-5bbd-8f58-b650201ea435,9014383591,2024-09-23,,2024-10-11,Overnight,51940,0,51940,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
b696cca5-0892-5916-af69-6c9d70cec0a0,60d4aea8-a540-5bbd-8f58-b650201ea435,9014406188,2024-09-24,,2024-10-11,,9091,0,9091,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
f9065f0f-184f-5776-955d-4b81f2e13cc9,60d4aea8-a540-5bbd-8f58-b650201ea435,9014549646,2024-09-27,,2024-10-11,,20020,0,20020,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
3fcab3fe-6497-5613-84c2-cea6435ec0ea,536df8fa-d41d-55d4-82b9-cab7950ed16d,9014096231,2024-09-16,,2024-10-04,,48132,0,48132,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
19b41d34-51a5-55f5-961a-053e26339212,536df8fa-d41d-55d4-82b9-cab7950ed16d,9014294880,2024-09-20,,2024-10-04,,66365,0,66365,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
518e0a57-b0e8-537f-9010-5db4d3cb8932,dc61bc18-932c-5f47-b4e6-e45112087c4f,9013824877,2024-09-08,,2024-09-27,INVOICE ON,13152,0,13152,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
75ea58ca-4759-53e5-8591-2297d77235bc,dc61bc18-932c-5f47-b4e6-e45112087c4f,9013837326,2024-09-09,,2024-09-27,,61625,0,61625,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
6dae82d7-6285-5df7-998a-98b879e626c9,dc61bc18-932c-5f47-b4e6-e45112087c4f,9014036877,2024-09-13,,2024-09-27,,15764,0,15764,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
51f31b1f-6fed-5497-a63c-8cca80af28d1,a1620d77-7d51-5ce8-a717-9f4c134d87d3,9013663225,2024-09-05,,2024-09-20,,40280,0,40280,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
60eb04de-ccfe-53cb-9c03-1ee71384a106,a1620d77-7d51-5ce8-a717-9f4c134d87d3,9013664381,2024-09-04,,2024-09-20,,15879,0,15879,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
62a8b92e-7ee1-512c-8131-c518a5d8df78,57e405fa-b7eb-5fa0-a039-62a80a1f708d,9013501649,2024-08-30,,2024-09-13,,45207,0,45207,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
5a074b6f-1467-53f9-9331-f7fdd231c401,3872bcfe-d771-551a-ac80-bf7aa85abfd1,9012713784,2024-08-07,,2024-08-23,,12312,0,12312,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
604e81b4-dd17-511a-94d3-bc9a91ad2221,55e98423-419b-525f-a6a5-2ffb9c114d99,9012388498,2024-07-30,,2024-08-16,,19282,0,19282,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
7dd02d4f-bbbd-5a99-8f78-b33702a905a1,55e98423-419b-525f-a6a5-2ffb9c114d99,9012419964,2024-07-30,,2024-08-16,,4383,0,4383,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
a814334b-192a-5804-bf15-b634e0bec6d9,f2ba5985-f9d1-569e-a60b-d7b27085488a,9028593553,2025-10-30,,2025-11-14,,90028,0,90028,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
6a6c2878-2428-5142-9a1c-a4a577543bc8,f2ba5985-f9d1-569e-a60b-d7b27085488a,9028663120,2025-10-31,,2025-11-14,,37036,0,37036,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
454b01e2-a151-5350-80a5-1082ecc2694f,261f4af3-cd7d-5dfc-88e2-1e323ef208a0,9028331130,2025-10-23,,2025-11-07,,115588,0,115588,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
9899246d-e8e5-5b3b-babc-e954d35414ce,261f4af3-cd7d-5dfc-88e2-1e323ef208a0,9028387190,2025-10-24,,2025-11-07,,42292,0,42292,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
322a19cf-bd2e-57bf-9aa2-f8c3378d53dc,86e36034-ee0a-5b2a-a090-77469315d46e,9027927067,2025-10-13,,2025-10-31,,67077,0,67077,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
5a75ed73-cc12-5e12-b5f0-64e3017c19d1,86e36034-ee0a-5b2a-a090-77469315d46e,9028069772,2025-10-15,,2025-10-31,,105217,0,105217,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
696f9fc0-32b2-5924-b040-4782ecddf310,86e36034-ee0a-5b2a-a090-77469315d46e,9028120801,2025-10-17,,2025-10-31,,32032,0,32032,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
25a3e399-9faf-51d1-ab65-8f78a6f12968,af5f3073-553d-5ed5-a55c-3e530b3c8b02,9027641205,2025-10-06,,2025-10-24,,13500,0,13500,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
2b73e921-0052-5373-a1b5-58ec8f139b01,af5f3073-553d-5ed5-a55c-3e530b3c8b02,9027870811,2025-10-10,,2025-10-24,,98163,0,98163,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
3821b2c9-8612-5478-9497-e34058740634,c407560d-dc4d-5e7e-acb1-0f026574b530,9027539772,2025-10-02,,2025-10-17,,86704,0,86704,2026-01-16T00:04:29+00:00,2026-01-16T00:04:29+00:00
a33a7983-1c82-5d58-91cb-ecee19be80b5,5c0ea345-1cc0-5d8b-9465-0901541d1074,9010616469,2024-06-06,,2024-06-21,,5020,0,5020,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
b55e2f2c-a663-564a-9379-7d483fed0946,55856c5d-205e-5cb8-b914-59bb6c8982a5,2001292173,2024-05-29,,2024-06-14,9009517084,-38089,0,-38089,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
393865d8-c8a2-5a6a-af10-8d22f664a0cb,1ba73ad2-c8c9-5957-b3c2-c9b5d8a503ce,9007262291,2024-03-01,,2024-03-15,,84378,0,84378,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e396f45e-bab6-50f7-bcc4-cafa42cf87a4,671f5c5d-36b7-51fd-825c-dfb563ec9b89,9006903547,2024-02-19,,2024-03-08,,21588,0,21588,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e35eb015-6137-5a36-8b56-2c708e4286ed,671f5c5d-36b7-51fd-825c-dfb563ec9b89,9006903744,2024-02-18,,2024-03-08,,135781,0,135781,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
c7472c5f-5031-5f6a-a648-401658a3a928,671f5c5d-36b7-51fd-825c-dfb563ec9b89,9007010687,2024-02-22,,2024-03-08,,35019,0,35019,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
e0967301-5682-5618-abb5-69d6f07dff60,671f5c5d-36b7-51fd-825c-dfb563ec9b89,9007044619,2024-02-23,,2024-03-08,,5949,0,5949,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
04d55ecd-d641-5791-9c96-db160ef546a0,aa0543d0-537e-514d-8391-ac76253347f3,9006727793,2024-02-12,,2024-03-01,,107190,0,107190,2026-01-16T00:24:58+00:00,2026-01-16T00:24:58+00:00
