fy,vendor_key,wave_bill_id,source_row,invoice_date,vendor_raw,invoice_number,net_amount,tax_amount,account_code,amount,method,profile_id
FY2024,ATLANTIC_SUPERSTORE,81,82,2023-10-06,Atlantic Superstore - Bill,,94.73,7.20,9000,3.90,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,82,83,2023-10-09,Atlantic Superstore - Bill,,94.76,7.20,2210,7.20,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,82,83,2023-10-09,Atlantic Superstore - Bill,,94.76,7.20,5004,7.39,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,82,83,2023-10-09,Atlantic Superstore - Bill,,94.76,7.20,5007,11.76,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,82,83,2023-10-09,Atlantic Superstore - Bill,,94.76,7.20,5011,13.44,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,82,83,2023-10-09,Atlantic Superstore - Bill,,94.76,7.20,5014,58.27,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,82,83,2023-10-09,Atlantic Superstore - Bill,,94.76,7.20,9000,3.90,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,88,89,2023-10-13,Atlantic Superstore - Bill,,198.13,25.94,2210,25.94,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,88,89,2023-10-13,Atlantic Superstore - Bill,,198.13,25.94,5004,15.46,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,88,89,2023-10-13,Atlantic Superstore - Bill,,198.13,25.94,5007,24.59,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,88,89,2023-10-13,Atlantic Superstore - Bill,,198.13,25.94,5011,28.10,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,88,89,2023-10-13,Atlantic Superstore - Bill,,198.13,25.94,5014,121.83,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,88,89,2023-10-13,Atlantic Superstore - Bill,,198.13,25.94,9000,8.15,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,119,120,2023-11-03,Atlantic Superstore - Bill,,70.16,5.85,2210,5.85,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,119,120,2023-11-03,Atlantic Superstore - Bill,,70.16,5.85,5004,5.47,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,119,120,2023-11-03,Atlantic Superstore - Bill,,70.16,5.85,5007,8.71,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,119,120,2023-11-03,Atlantic Superstore - Bill,,70.16,5.85,5011,9.95,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,119,120,2023-11-03,Atlantic Superstore - Bill,,70.16,5.85,5014,43.14,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,119,120,2023-11-03,Atlantic Superstore - Bill,,70.16,5.85,9000,2.89,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,120,121,2023-11-04,Atlantic Superstore - Bill,,98.17,12.75,2210,12.75,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,120,121,2023-11-04,Atlantic Superstore - Bill,,98.17,12.75,5004,7.66,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,120,121,2023-11-04,Atlantic Superstore - Bill,,98.17,12.75,5007,12.18,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,120,121,2023-11-04,Atlantic Superstore - Bill,,98.17,12.75,5011,13.92,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,120,121,2023-11-04,Atlantic Superstore - Bill,,98.17,12.75,5014,60.37,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,120,121,2023-11-04,Atlantic Superstore - Bill,,98.17,12.75,9000,4.04,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,160,161,2024-01-05,Atlantic Superstore - Bill,,251.00,37.65,2210,37.65,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,160,161,2024-01-05,Atlantic Superstore - Bill,,251.00,37.65,5004,19.58,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,160,161,2024-01-05,Atlantic Superstore - Bill,,251.00,37.65,5007,31.15,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,160,161,2024-01-05,Atlantic Superstore - Bill,,251.00,37.65,5011,35.60,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,160,161,2024-01-05,Atlantic Superstore - Bill,,251.00,37.65,5014,154.34,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,160,161,2024-01-05,Atlantic Superstore - Bill,,251.00,37.65,9000,10.33,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,163,164,2024-01-07,Atlantic Superstore - Bill,,61.95,1.80,2210,1.80,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,163,164,2024-01-07,Atlantic Superstore - Bill,,61.95,1.80,5004,4.83,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,163,164,2024-01-07,Atlantic Superstore - Bill,,61.95,1.80,5007,7.69,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,163,164,2024-01-07,Atlantic Superstore - Bill,,61.95,1.80,5011,8.79,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,163,164,2024-01-07,Atlantic Superstore - Bill,,61.95,1.80,5014,38.09,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,163,164,2024-01-07,Atlantic Superstore - Bill,,61.95,1.80,9000,2.55,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,186,187,2024-01-27,Atlantic Superstore - Bill,,48.57,4.95,2210,4.95,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,186,187,2024-01-27,Atlantic Superstore - Bill,,48.57,4.95,5004,3.79,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,186,187,2024-01-27,Atlantic Superstore - Bill,,48.57,4.95,5007,6.03,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,186,187,2024-01-27,Atlantic Superstore - Bill,,48.57,4.95,5011,6.89,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,186,187,2024-01-27,Atlantic Superstore - Bill,,48.57,4.95,5014,29.86,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,186,187,2024-01-27,Atlantic Superstore - Bill,,48.57,4.95,9000,2.00,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,197,198,2024-02-09,Atlantic Superstore - Bill,,226.39,23.32,2210,23.32,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,197,198,2024-02-09,Atlantic Superstore - Bill,,226.39,23.32,5004,17.66,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,197,198,2024-02-09,Atlantic Superstore - Bill,,226.39,23.32,5007,28.09,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,197,198,2024-02-09,Atlantic Superstore - Bill,,226.39,23.32,5011,32.11,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,197,198,2024-02-09,Atlantic Superstore - Bill,,226.39,23.32,5014,139.21,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,197,198,2024-02-09,Atlantic Superstore - Bill,,226.39,23.32,9000,9.32,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,200,201,2024-02-10,Atlantic Superstore - Bill,,35.16,1.03,2210,1.03,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,200,201,2024-02-10,Atlantic Superstore - Bill,,35.16,1.03,5004,2.74,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,200,201,2024-02-10,Atlantic Superstore - Bill,,35.16,1.03,5007,4.36,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,200,201,2024-02-10,Atlantic Superstore - Bill,,35.16,1.03,5011,4.99,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,200,201,2024-02-10,Atlantic Superstore - Bill,,35.16,1.03,5014,21.62,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,200,201,2024-02-10,Atlantic Superstore - Bill,,35.16,1.03,9000,1.45,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,211,212,2024-02-16,Atlantic Superstore - Bill,,59.96,0.00,5004,4.68,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,211,212,2024-02-16,Atlantic Superstore - Bill,,59.96,0.00,5007,7.44,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,211,212,2024-02-16,Atlantic Superstore - Bill,,59.96,0.00,5011,8.50,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,211,212,2024-02-16,Atlantic Superstore - Bill,,59.96,0.00,5014,36.87,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,211,212,2024-02-16,Atlantic Superstore - Bill,,59.96,0.00,9000,2.47,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,218,219,2024-02-18,Atlantic Superstore - Bill,,336.32,44.69,2210,44.69,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,218,219,2024-02-18,Atlantic Superstore - Bill,,336.32,44.69,5004,26.23,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,218,219,2024-02-18,Atlantic Superstore - Bill,,336.32,44.69,5007,41.74,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,218,219,2024-02-18,Atlantic Superstore - Bill,,336.32,44.69,5011,47.70,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,218,219,2024-02-18,Atlantic Superstore - Bill,,336.32,44.69,5014,206.81,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,218,219,2024-02-18,Atlantic Superstore - Bill,,336.32,44.69,9000,13.84,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,226,227,2024-02-24,Atlantic Superstore - Bill,,98.97,0.00,5004,7.72,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,226,227,2024-02-24,Atlantic Superstore - Bill,,98.97,0.00,5007,12.28,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,226,227,2024-02-24,Atlantic Superstore - Bill,,98.97,0.00,5011,14.04,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,226,227,2024-02-24,Atlantic Superstore - Bill,,98.97,0.00,5014,60.86,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,226,227,2024-02-24,Atlantic Superstore - Bill,,98.97,0.00,9000,4.07,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,265,266,2024-03-16,Atlantic Superstore - Bill,,214.24,13.19,2210,13.19,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,265,266,2024-03-16,Atlantic Superstore - Bill,,214.24,13.19,5004,16.71,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,265,266,2024-03-16,Atlantic Superstore - Bill,,214.24,13.19,5007,26.59,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,265,266,2024-03-16,Atlantic Superstore - Bill,,214.24,13.19,5011,30.38,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,265,266,2024-03-16,Atlantic Superstore - Bill,,214.24,13.19,5014,131.74,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,265,266,2024-03-16,Atlantic Superstore - Bill,,214.24,13.19,9000,8.82,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,271,272,2024-03-24,Atlantic Superstore - Bill,,220.30,16.26,2210,16.26,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,271,272,2024-03-24,Atlantic Superstore - Bill,,220.30,16.26,5004,17.18,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,271,272,2024-03-24,Atlantic Superstore - Bill,,220.30,16.26,5007,27.34,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,271,272,2024-03-24,Atlantic Superstore - Bill,,220.30,16.26,5011,31.24,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,271,272,2024-03-24,Atlantic Superstore - Bill,,220.30,16.26,5014,135.47,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,271,272,2024-03-24,Atlantic Superstore - Bill,,220.30,16.26,9000,9.07,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,283,284,2024-04-04,Atlantic Superstore - Bill,,19.95,0.00,5004,1.56,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,283,284,2024-04-04,Atlantic Superstore - Bill,,19.95,0.00,5007,2.47,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,283,284,2024-04-04,Atlantic Superstore - Bill,,19.95,0.00,5011,2.83,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,283,284,2024-04-04,Atlantic Superstore - Bill,,19.95,0.00,5014,12.27,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,283,284,2024-04-04,Atlantic Superstore - Bill,,19.95,0.00,9000,0.82,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,288,289,2024-04-08,Atlantic Superstore - Bill,,151.60,17.02,2210,17.02,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,288,289,2024-04-08,Atlantic Superstore - Bill,,151.60,17.02,5004,11.83,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,288,289,2024-04-08,Atlantic Superstore - Bill,,151.60,17.02,5007,18.81,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,288,289,2024-04-08,Atlantic Superstore - Bill,,151.60,17.02,5011,21.50,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,288,289,2024-04-08,Atlantic Superstore - Bill,,151.60,17.02,5014,93.22,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,288,289,2024-04-08,Atlantic Superstore - Bill,,151.60,17.02,9000,6.24,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,294,295,2024-04-13,Atlantic Superstore - Bill,,136.11,16.49,2210,16.49,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,294,295,2024-04-13,Atlantic Superstore - Bill,,136.11,16.49,5004,10.62,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,294,295,2024-04-13,Atlantic Superstore - Bill,,136.11,16.49,5007,16.89,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,294,295,2024-04-13,Atlantic Superstore - Bill,,136.11,16.49,5011,19.30,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,294,295,2024-04-13,Atlantic Superstore - Bill,,136.11,16.49,5014,83.70,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,294,295,2024-04-13,Atlantic Superstore - Bill,,136.11,16.49,9000,5.60,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,303,304,2024-04-24,Atlantic Superstore - Bill,,209.32,21.89,2210,21.89,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,303,304,2024-04-24,Atlantic Superstore - Bill,,209.32,21.89,5004,16.33,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,303,304,2024-04-24,Atlantic Superstore - Bill,,209.32,21.89,5007,25.98,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,303,304,2024-04-24,Atlantic Superstore - Bill,,209.32,21.89,5011,29.69,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,303,304,2024-04-24,Atlantic Superstore - Bill,,209.32,21.89,5014,128.71,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,303,304,2024-04-24,Atlantic Superstore - Bill,,209.32,21.89,9000,8.61,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,307,308,2024-05-03,Atlantic Superstore - Bill,,188.06,21.83,2210,21.83,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,307,308,2024-05-03,Atlantic Superstore - Bill,,188.06,21.83,5004,14.67,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,307,308,2024-05-03,Atlantic Superstore - Bill,,188.06,21.83,5007,23.34,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,307,308,2024-05-03,Atlantic Superstore - Bill,,188.06,21.83,5011,26.67,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,307,308,2024-05-03,Atlantic Superstore - Bill,,188.06,21.83,5014,115.64,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,307,308,2024-05-03,Atlantic Superstore - Bill,,188.06,21.83,9000,7.74,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,310,311,2024-05-07,Atlantic Superstore - Bill,,62.46,0.38,2210,0.38,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,310,311,2024-05-07,Atlantic Superstore - Bill,,62.46,0.38,5004,4.87,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,310,311,2024-05-07,Atlantic Superstore - Bill,,62.46,0.38,5007,7.75,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,310,311,2024-05-07,Atlantic Superstore - Bill,,62.46,0.38,5011,8.86,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,310,311,2024-05-07,Atlantic Superstore - Bill,,62.46,0.38,5014,38.41,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,310,311,2024-05-07,Atlantic Superstore - Bill,,62.46,0.38,9000,2.57,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,319,320,2024-05-31,Atlantic Superstore - Bill,,189.68,23.84,2210,23.84,TAX_ITC,
FY2024,ATLANTIC_SUPERSTORE,319,320,2024-05-31,Atlantic Superstore - Bill,,189.68,23.84,5004,14.79,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,319,320,2024-05-31,Atlantic Superstore - Bill,,189.68,23.84,5007,23.54,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,319,320,2024-05-31,Atlantic Superstore - Bill,,189.68,23.84,5011,26.90,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,319,320,2024-05-31,Atlantic Superstore - Bill,,189.68,23.84,5014,116.64,VENDOR_PROFILE_ESTIMATE,33
FY2024,ATLANTIC_SUPERSTORE,319,320,2024-05-31,Atlantic Superstore - Bill,,189.68,23.84,9000,7.81,VENDOR_PROFILE_ESTIMATE,33
FY2024,CANADIAN_TIRE,69,70,2023-09-25,Canadian Tire - Bill,,32.79,4.92,2210,4.92,TAX_ITC,
FY2024,CANADIAN_TIRE,69,70,2023-09-25,Canadian Tire - Bill,,32.79,4.92,5204,13.11,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,69,70,2023-09-25,Canadian Tire - Bill,,32.79,4.92,6300,8.20,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,69,70,2023-09-25,Canadian Tire - Bill,,32.79,4.92,6350,8.20,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,69,70,2023-09-25,Canadian Tire - Bill,,32.79,4.92,6600,3.28,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,300,301,2024-04-21,Canadian Tire - Bill,,35.97,5.40,2210,5.40,TAX_ITC,
FY2024,CANADIAN_TIRE,300,301,2024-04-21,Canadian Tire - Bill,,35.97,5.40,5204,14.39,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,300,301,2024-04-21,Canadian Tire - Bill,,35.97,5.40,6300,8.99,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,300,301,2024-04-21,Canadian Tire - Bill,,35.97,5.40,6350,8.99,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,300,301,2024-04-21,Canadian Tire - Bill,,35.97,5.40,6600,3.60,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,309,310,2024-05-06,Canadian Tire - Bill,,17.46,2.62,2210,2.62,TAX_ITC,
FY2024,CANADIAN_TIRE,309,310,2024-05-06,Canadian Tire - Bill,,17.46,2.62,5204,6.98,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,309,310,2024-05-06,Canadian Tire - Bill,,17.46,2.62,6300,4.37,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,309,310,2024-05-06,Canadian Tire - Bill,,17.46,2.62,6350,4.36,VENDOR_PROFILE_ESTIMATE,35
FY2024,CANADIAN_TIRE,309,310,2024-05-06,Canadian Tire - Bill,,17.46,2.62,6600,1.75,VENDOR_PROFILE_ESTIMATE,35
FY2024,COSTCO,15,16,2023-07-23,Costco - Bill 22134501302122307231334,22134501302122307231334,875.67,119.21,2210,119.21,TAX_ITC,
FY2024,COSTCO,15,16,2023-07-23,Costco - Bill 22134501302122307231334,22134501302122307231334,875.67,119.21,5001,41.00,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,15,16,2023-07-23,Costco - Bill 22134501302122307231334,22134501302122307231334,875.67,119.21,5002,9.37,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,15,16,2023-07-23,Costco - Bill 22134501302122307231334,22134501302122307231334,875.67,119.21,5004,149.94,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,15,16,2023-07-23,Costco - Bill 22134501302122307231334,22134501302122307231334,875.67,119.21,5005,5.65,VENDOR_PROFILE_ESTIMATE,31
FY2024,COSTCO,15,16,2023-07-23,Costco - Bill 22134501302122307231334,22134501302122307231334,875.67,119.21,5006,45.50,VENDOR_PROFILE_ESTIMATE,31
